,product_id,z_score
0,4187.0,-0.6901393378409589
1,4141.0,0.23397123079381102
2,4918.0,0.16924753337970272
3,4154.0,-0.8159909717017252
4,5764.0,-0.7045223817107609
5,4681.0,-0.9130765178228878
6,4248.0,-0.6362029233292019
7,5693.0,-0.7009266207433104
8,4058.0,-0.8555443423436804
9,4056.0,-0.7117139036456618
10,4054.0,1.406189306182663
11,4954.0,-0.2694353046492543
12,4647.0,-0.14358367078848797
13,5779.0,-0.9598214103997439
14,4285.0,0.30588645014282034
15,4674.0,-0.4851809626962823
16,4776.0,-0.9238638007252392
17,6204.0,-0.05368964660222631
18,4052.0,0.043395899518936396
19,4620.0,-0.7404799913852655
20,4682.0,-0.8411612984738784
21,4890.0,-0.5570961820452917
22,4974.0,-0.34135052399826366
23,5694.0,-0.7117139036456618
24,4928.0,-0.8843104300832841
25,4283.0,-0.19752008530024498
26,4074.0,-0.7117139036456618
27,4086.0,-0.5786707478499945
28,5474.0,0.341844059817325
29,4558.0,-0.1579667146582898
30,6621.0,0.0973323140306934
31,4265.0,-0.8231824936366261
32,4704.0,-0.5139470504358861
33,4182.0,-0.5678834649476431
34,4212.0,0.26273731853341464
35,4629.0,0.7158032004321735
36,6212.0,2.9667495660561656
37,4597.0,1.0466132094376166
38,5609.0,0.21958818692400922
39,5608.0,-0.07166845143947864
40,4963.0,-0.9166722787903383
41,5712.0,0.9027827707395979
42,5611.0,1.111336906851725
43,4649.0,-0.575074986882544
44,6109.0,0.24116275272871207
45,4722.0,-0.6757562939711571
46,6632.0,0.726590483334525
47,5444.0,-0.6110325965570487
48,6627.0,0.334652537882424
49,6629.0,0.18722633821695506
50,5380.0,-0.521138572370787
51,4673.0,-0.45641487495667854
52,5069.0,1.1688690823309325
53,5906.0,-0.45641487495667854
54,6226.0,-0.43484030915197586
55,4350.0,1.6902544226112501
56,6920.0,0.6474837420506147
57,6202.0,3.0170902196004725
58,6213.0,3.1824952241031936
59,5491.0,-0.21549889013749732
60,5610.0,-0.521138572370787
61,4337.0,1.8161060564720164
62,6280.0,-0.7944164058970226
63,4709.0,0.41375927916633437
64,4084.0,-0.33415900206336274
65,5958.0,-0.8555443423436804
66,6568.0,1.420572350052465
67,6073.0,-0.28741410948650664
68,4201.0,0.19801362111930637
69,4752.0,-0.16515823659319084
70,5802.0,-0.3125844362586599
71,4679.0,-0.6937350988084094
72,4115.0,2.4273854209385957
73,6050.0,0.21599242595655868
74,5628.0,-0.2694353046492543
75,5959.0,-0.6146283575244992
76,4938.0,-0.7189054255805627
77,5799.0,0.27712036240321675
78,5690.0,0.4353338449710372
79,4791.0,-0.6793520549386075
80,5904.0,-0.4923724846311832
81,5001.0,6.652404557692894
82,5960.0,-0.7117139036456618
83,5446.0,-0.5858622697848954
84,6127.0,-0.7872248839621214
85,7247.0,0.8021014636509847
86,5817.0,0.9027827707395979
87,5932.0,0.9854852729909586
88,4149.0,1.3126995210289512
89,4635.0,1.0753792971772203
90,4600.0,-0.21549889013749732
91,4676.0,-0.7045223817107609
92,4039.0,0.4856744985153437
93,5618.0,1.3954020232803117
94,4671.0,-0.38090389464021884
95,5024.0,0.44971688884083905
96,4229.0,-0.8231824936366261
97,4792.0,-0.413265743347273
98,5439.0,-0.6937350988084094
99,4087.0,-0.6505859671990039
100,5922.0,0.5755685227016054
101,5695.0,-0.9346510836275906
